number,year,monthreal,firmid,bankid,conm,ticker,opacity1,opacity2,opacity3,leverage1,leverage2,leverage3,leverage4,profitability,fgroup,latfirm1,longfirm1,latfirm2,longfirm2,latfirm3,longfirm3,bank,size,monitoring,bgroup,longbank,latbankapproximate
55155,2003,2,208,2,L-3 COMMUNICATIONS HLDGS INC,LLL,0.0823698,,5700.38,88.508,36.458,2.468,5700.38,4.292,4,40.74618,-73.97759,40.74618,-73.97759,40.74618,-73.97759,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55284,2003,2,210,2,LOUISIANA-PACIFIC CORP,LPX,0.441019,0.8032121,2708.5,105.887,38.449,2.097,2708.5,0.015,4,45.51854,-122.6755,45.52054,-122.68573,45.51854,-122.6755,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55255,2003,6,212,2,LIMITED BRANDS INC,LTD,0.204601,0.5135636,7180.22,13.294,9.027,3.274,7180.22,7.933,5,40.039963,-82.87855,40.039963,-82.87855,40.039963,-82.87855,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55296,2003,3,214,2,LYONDELL CHEMICAL CO,LYO,0.3469661,0.4449345,7482,389.671,55.466,1.801,7482,-3.689,5,29.754728,-95.36216,29.754728,-95.36216,29.754728,-95.36216,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55357,2003,6,217,2,MANDALAY RESORT GROUP,MBG,0.752589,,4642.76,341.056,65.264,0.928,4642.76,2.666,4,36.088922,-115.13905,36.088922,-115.13905,36.088922,-115.13905,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55482,2003,1,223,2,MEDTRONIC INC,MDT,0.1261117,0.2324878,12626.9,29.207,18.914,2.409,12626.9,13.201,5,,,45.095674,-93.25336,45.095674,-93.25336,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55420,2003,5,226,2,MCCORMICK & CO,MKC,0.2454831,0.5157326,2035.9,83.854,29.705,1.224,2035.9,8.858,4,39.543905,-76.67,39.543905,-76.67,39.543905,-76.67,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55610,2003,5,227,2,MONACO COACH CORP,MNC,0.273159,,523.695,35.497,18.065,1.477,523.695,5.496,2,44.122004,-123.06447,44.122004,-123.06447,44.122004,-123.06447,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55331,2003,4,230,2,MACDERMID INC,MRD,0.1804391,0.4179585,719.794,160.742,44.644,1.955,719.794,5.317,3,41.555846,-73.0431,41.555846,-73.0431,41.555846,-73.0431,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55472,2003,3,231,2,MEDICAL STAFFNG NTWRK HLDGS,MRN,0.0511516,,257.822,56.413,33.157,3.829,257.822,6.254,2,26.381304,-80.09623,26.381304,-80.09623,26.381304,-80.09623,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55550,2003,5,233,2,MICROSTRATEGY INC,MSTR,0.1836375,,91.942,-207.455,48.006,1.047,91.942,9.604,1,38.922478,-77.2566,38.938664,-77.22196,38.922478,-77.2566,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57360,2003,6,234,2,VAIL RESORTS INC,MTN,0.7251896,0.9663469,1455.44,117.283,40.136,0.65,1455.44,-0.586,3,39.63298,-106.51534,,,39.63298,-106.51534,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55377,2003,3,236,2,MARKWEST ENERGY PARTNERS LP,MWE,0.857313,1.117829,134.364,84.082,41.008,1.343,134.364,5.068,1,,,39.579454,-104.88288,39.579454,-104.88288,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55560,2003,3,237,2,MIDWAY GAMES INC,MWY,0.1126079,,147.867,0,0,3.8,147.867,-69.005,1,41.945681,-87.7048,41.945681,-87.7048,41.945681,-87.7048,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55819,2003,6,243,2,NEWELL RUBBERMAID INC,NWL,0.227275,,8127.6,138.376,39.547,1.391,8127.6,3.514,5,42.300918,-89.63208,33.931746,-84.37817,42.300918,-89.63208,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55815,2003,6,244,2,NEW YORK TIMES CO  -CL A,NYT,0.3251507,0.666585,3714.77,76.678,26.074,0.7,3714.77,8.296,4,40.759511,-73.99019,40.759511,-73.99019,40.759511,-73.99019,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55996,2003,1,245,2,ORTHODONTIC CENTERS OF AMER,OCA,0.1442828,0.2304442,619.048,23.82,18.144,3.819,619.048,9.033,2,,,30.011517,-90.16245,30.011517,-90.16245,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55908,2003,1,248,2,OGE ENERGY CORP,OGE,0.7782598,1.314233,4287.9,178.29,41.235,0.865,4287.9,2.348,4,,,35.47156,-97.52036,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56022,2003,4,250,2,OXFORD HEALTH PLANS INC,OHP,0.017339,,1991.98,67.084,20.508,1.883,1991.98,12.201,4,41.256129,-73.21227,41.256129,-73.21227,41.256129,-73.21227,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56016,2003,6,251,2,OWENS-ILLINOIS INC,OI,0.3309956,0.6102136,10423.4,305.887,55.235,1.647,10423.4,1.71,5,,,,,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
55923,2003,1,256,2,OCCIDENTAL PETROLEUM CORP,OXY,0.8031318,1.209034,17179,64.46,26.468,0.917,17179,9.116,5,34.063209,-118.43643,34.063209,-118.43643,34.063209,-118.43643,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56031,2003,6,259,2,PEC SOLUTIONS INC,PECS,0.1369616,,200.151,14.544,11.466,7.019,200.151,10.738,1,38.874879,-77.38642,38.874879,-77.38642,38.874879,-77.38642,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56168,2003,6,261,2,PEPSICO INC,PEP,0.3089792,0.5714863,24746,21.755,9.339,1.198,24746,12.685,5,41.037203,-73.71588,41.037203,-73.71588,41.037203,-73.71588,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56310,2003,4,262,2,PRINCIPAL FINANCIAL GRP INC,PFG,0.0046541,,98621.69,26.868,2.054,,98621.69,0.627,5,,,,,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56332,2003,3,264,2,PROVIDENT FINANCIAL GRP INC,PFGI,0.118246,,17794,600.02,30.031,,17794,0.499,5,39.10441,-84.50774,39.10441,-84.50774,39.10441,-84.50774,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56262,2003,6,267,2,POLARIS INDS INC,PII,0.2809677,,622.043,18.666,7.558,1.092,622.043,16.964,2,45.07343,-93.56455,45.07343,-93.56455,45.07343,-93.56455,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56256,2003,3,269,2,PLAYBOY ENTERPRISES  -CL B,PLA,0.1627553,,401.517,100.599,28.641,1.002,401.517,-1.29,2,34.088808,-118.40612,41.904667,-87.62504,34.088808,-118.40612,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56034,2003,3,270,2,PMA CAPITAL CORP,PMACA,,,4537.61,21.247,2.892,,4537.61,0.481,4,39.952162,-75.17406,39.952162,-75.17406,39.952162,-75.17406,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56225,2003,5,271,2,PINNACLE ENTERTAINMENT INC,PNK,0.611223,,960.471,250.592,64.264,1.851,960.471,-0.775,3,36.126038,-115.14796,36.126038,-115.14796,36.126038,-115.14796,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56081,2003,3,272,2,PAN PAC RETAIL PPTYS INC,PNP,,,1881.73,84.569,38.127,,1881.73,3.921,4,33.179587,-117.24461,,,33.179587,-117.24461,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56121,2003,1,273,2,PATINA OIL & GAS CORP,POG,0.8927516,1.491706,859.64,81.248,27.802,0.69,859.64,9.205,3,39.751586,-104.99699,39.751586,-104.99699,39.751586,-104.99699,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56276,2003,2,275,2,PRO PHARMACEUTICALS INC,PRW,0.0819746,,2.208,0,0,4.51,2.208,-167.663,1,33.87507,-84.46615,42.321197,-71.193,33.87507,-84.46615,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56051,2003,5,276,2,PSS WORLD MEDICAL INC,PSSI,0.1267385,,479.783,33.849,17.215,1.43,479.783,3.115,2,30.28374,-81.58359,30.28374,-81.58359,30.28374,-81.58359,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56494,2003,6,283,2,RENAL CARE GROUP INC,RCI,0.2674474,,805.837,0.498,0.379,2.201,805.837,11.899,3,36.152607,-86.78927,36.152607,-86.78927,36.152607,-86.78927,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56480,2003,5,286,2,REINSURANCE GROUP AMER INC,RGA,0,0,10265.27,37.165,5.214,,10265.27,1.434,5,38.647023,-90.53918,38.647023,-90.53918,38.647023,-90.53918,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56553,2003,6,288,2,ROCKFORD CORP,ROFO,0.1330322,,125.541,33.68,18.214,1.785,125.541,1.117,1,33.426885,-111.92733,33.426885,-111.92733,33.426885,-111.92733,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56555,2003,5,289,2,ROCKWELL AUTOMATION,ROK,0.2363683,0.5630231,3943,45.824,19.757,1.968,3943,6.789,4,,,43.046213,-87.9005,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56482,2003,3,290,2,RELIANT ENERGY INC,RRI,0.4835935,0.5163796,18183.31,145.522,42.164,1.195,18183.31,-0.858,5,29.725961,-95.3227,29.755578,-95.36531,29.725961,-95.3227,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56433,2003,6,291,2,RADIOSHACK CORP,RSH,0.2027579,,2081.3,80.669,28.372,2.301,2081.3,12.776,4,32.75388,-97.32987,32.75388,-97.32987,32.75388,-97.32987,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56450,2003,4,292,2,RAYTHEON CO,RTN,0.1013049,,24293,94.043,35.29,1.563,24293,2.799,5,42.439295,-71.23553,42.393029,-71.24771,42.439295,-71.23553,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56667,2003,5,297,2,SCHNITZER STEEL INDS  -CL A,SCHN,0.2961284,,479.184,37.158,21.774,3.042,479.184,6.158,2,,,45.534839,-122.7095,45.534839,-122.7095,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56670,2003,4,298,2,SCHOOL SPECIALTY INC,SCHS,0.0691763,,904.471,100.106,39.445,2.14,904.471,4.729,3,44.29382,-88.53557,44.29382,-88.53557,44.29382,-88.53557,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56705,2003,5,299,2,SELECT COMFORT CORP,SCSS,0.2806216,,121.491,0,0,1.626,121.491,33.405,1,44.867013,-93.42557,45.046701,-93.42892,44.867013,-93.42557,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56726,2003,4,301,2,SEROLOGICALS CORP,SERO,0.2157,,305.044,50.569,29.31,3.709,305.044,2.305,2,33.9692,-84.23261,33.9692,-84.23261,33.9692,-84.23261,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56652,2003,5,302,2,SALTON INC,SFP,0.0861305,0.1610555,812.372,153.916,48.106,3.233,812.372,0.981,3,42.238087,-87.86093,42.238087,-87.86093,42.238087,-87.86093,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56664,2003,5,303,2,SCHERING-PLOUGH,SGP,0.3081498,0.4589677,14123,17.851,10.536,1.708,14123,7.767,5,40.75875,-74.41609,40.674652,-74.2908,40.75875,-74.41609,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56753,2003,3,305,2,SIERRA HEALTH SERVICES,SIE,0.0566971,,1098.38,69.401,10.51,1.227,1098.38,5.514,3,36.193501,-115.265,36.193501,-115.265,36.193501,-115.265,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56766,2003,2,307,2,SILGAN HOLDINGS INC,SLGN,0.4571333,,1789.99,1460.46,71.363,1.459,1789.99,2.799,4,41.051996,-73.53903,41.051996,-73.53903,41.051996,-73.53903,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56796,2003,2,308,2,SOLECTRON CORP,SLR,0.1344535,,6963,183.075,43.527,1.583,6963,-79.187,4,37.436451,-121.89438,37.436451,-121.89438,37.436451,-121.89438,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56822,2003,6,312,2,SOUTHERN CO,SO,0.7798214,1.238006,33293.29,143.641,41.594,0.714,33293.29,4.48,5,33.752856,-84.39013,33.752856,-84.39013,33.752856,-84.39013,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56803,2003,4,313,2,SONIC CORP,SONC,0.720045,0.9655483,472.458,72.925,37.77,0.842,472.458,10.779,2,35.47156,-97.52036,35.47596,-97.50586,35.47156,-97.52036,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56901,2003,6,314,2,ST PAUL COS,SPC,0.0089546,,40538,61.051,8.998,,40538,1.742,5,44.935315,-93.12049,,,44.935315,-93.12049,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56912,2003,1,315,2,STANDARD PACIFIC CP,SPF,0.003591,,2099.68,94.47,39.935,,2099.68,6.747,4,33.659639,-117.73948,33.659639,-117.73948,33.659639,-117.73948,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56943,2003,1,317,2,STERICYCLE INC,SRCL,0.1335604,,695.85,51.825,29.374,1.252,695.85,7.728,3,42.238087,-87.86093,42.238087,-87.86093,42.238087,-87.86093,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56810,2003,4,318,2,SOURCECORP INC,SRCP,0.0867676,0.2134441,462.477,25.652,16.571,1.305,462.477,6.089,2,32.800333,-96.78952,32.800333,-96.78952,32.800333,-96.78952,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56949,2003,4,320,2,STEWART ENTERPRISES  -CL A,STEI,0.1102062,0.1719799,2984.57,62.481,17.406,1.955,2984.57,0.832,4,29.999453,-90.13398,29.999453,-90.13398,29.999453,-90.13398,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56377,2003,4,321,2,QUESTAR CORP,STR,0.8661664,1.408819,3056.78,89.917,34.798,0.715,3056.78,5.949,4,40.7547,-111.88361,40.7547,-111.88361,40.7547,-111.88361,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56837,2003,5,326,2,SOUTHWEST GAS CORP,SWX,0.8661608,1.25958,2328.84,188.562,49.633,0.724,2328.84,1.851,4,,,,,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56641,2003,5,327,2,SAFEWAY INC,SWY,0.5160503,0.8254972,15607.2,187.604,49.185,1.016,15607.2,1.927,5,37.68973,-121.89244,37.68973,-121.89244,37.68973,-121.89244,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
52683,2003,5,328,2,TAG-IT PACIFIC INC,TAG,0.0773364,,63.838,72.52,32.94,1.652,63.838,2.063,1,,,34.176238,-118.61992,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57080,2003,5,333,2,TECH DATA CORP,TECD,0.0427052,,3614.97,39.68,15.71,1.725,3614.97,-6.404,4,27.90802,-82.71365,27.90802,-82.71365,27.90802,-82.71365,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57196,2003,4,335,2,TREDEGAR CORP,TG,0.3358628,0.6745145,809.652,54.244,28.419,2.118,809.652,3.808,3,37.51918,-77.49851,37.51918,-77.49851,37.51918,-77.49851,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57074,2003,6,336,2,TARGET CORP,TGT,0.5468381,0.7455963,29634,118.031,40.005,1.72,29634,5.642,5,44.971765,-93.28557,44.971765,-93.28557,44.971765,-93.28557,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57095,2003,2,337,2,TENET HEALTHCARE CORP,THC,0.436478,,13515,73.206,29.959,1.874,13515,4.107,5,34.44005,-119.75496,34.44005,-119.75496,34.44005,-119.75496,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56868,2003,5,345,2,SPEEDWAY MOTORSPORTS INC,TRK,0.7504756,,1165.99,67.197,31.112,1.569,1165.99,6.066,3,,,35.405636,-80.63823,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57217,2003,1,346,2,TRIMBLE NAVIGATION LTD,TRMB,0.0428136,0.186537,504.302,39.051,21.958,2.174,504.302,4,2,,,,,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57046,2003,5,347,2,TRM CORP,TRMM,0.8176785,,80.912,46.264,25.426,0.975,80.912,-3.541,1,45.481791,-122.64055,45.539473,-122.50488,45.481791,-122.64055,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57246,2003,4,350,2,TUPPERWARE CORP,TUP,0.2658777,1.215725,853.4,133.628,31.849,1.384,853.4,7.382,3,28.385906,-81.41182,28.385906,-81.41182,28.385906,-81.41182,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57139,2003,3,353,2,TIME WARNER INC,TWX,0.1288346,,118656,46.995,22.179,0.836,118656,-36.632,5,41.047996,-73.53688,40.765714,-73.9856,41.047996,-73.53688,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57111,2003,1,354,2,TEXAS INDUSTRIES INC,TXI,0.6587439,1.202693,1729.61,93.169,39.189,2.286,1729.61,-1.399,3,32.817978,-96.87928,32.817978,-96.87928,32.817978,-96.87928,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57248,2003,1,356,2,TYCO INTERNATIONAL LTD,TYC,0.1658167,0.2960409,64392.8,79.63,32.935,1.209,64392.8,-0.215,5,,,,,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57340,2003,3,358,2,UNIVERSAL AMERICAN FINL CP,UHCO,0,0,1654.19,22.313,4.189,,1654.19,2.289,3,41.010376,-73.67326,41.010376,-73.67326,41.010376,-73.67326,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57370,2003,5,364,2,VANS INC,VANS,0.1056421,0.2514383,237.784,1.4,1.061,3.082,237.784,-11.409,2,33.933551,-118.06821,33.933551,-118.06821,33.933551,-118.06821,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57425,2003,3,365,2,VULCAN MATERIALS CO,VMC,0.5555155,1.176204,3550.09,55.115,26.231,1.568,3550.09,5.161,4,,,33.409582,-86.69684,,,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57653,2003,5,366,2,WYNDHAM INTERNATIONAL INC,WBR,0.7894568,1.031492,4056.84,323.676,68.12,0.519,4056.84,-6.778,4,32.78643,-96.81992,32.78643,-96.81992,32.78643,-96.81992,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57537,2003,4,371,2,WESTERN GAS RESOURCES INC,WGR,0.6561895,0.9884493,1398.18,64.437,23.841,1.082,1398.18,5.097,3,39.9091,-105.00829,39.751586,-104.99699,39.9091,-105.00829,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57512,2003,3,372,2,WELLPOINT HEALTH NETWRKS INC,WLP,0.0279232,,12787.64,26.394,9.099,1.493,12787.64,6.286,5,34.176238,-118.61992,34.190804,-118.83704,34.176238,-118.61992,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57462,2003,4,373,2,WALTER INDUSTRIES INC,WLT,0.128148,,3247.72,600.998,64.835,,3247.72,1.419,4,27.963798,-82.49537,27.963798,-82.49537,27.963798,-82.49537,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57486,2003,6,374,2,WASTE MANAGEMENT INC,WMI,0.5285491,0.9741885,20456,151.468,41.347,1.016,20456,3.666,5,29.755578,-95.36531,29.755578,-95.36531,29.755578,-95.36531,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57637,2003,1,376,2,WORKFLOW MGMT INC,WORK,0.1155971,0.3090453,313.2,236.128,51.769,1.22,313.2,-8.336,2,26.715067,-80.03937,,,26.715067,-80.03937,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
57522,2003,5,378,2,WEST CORP,WSTC,0.2493561,0.4947604,1018.78,42.001,24.902,1.937,1018.78,6.549,3,41.264952,-96.11422,41.264952,-96.11422,41.264952,-96.11422,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
56385,2003,6,388,2,QUIKSILVER INC,ZQK,0.127384,0.2153781,730.924,40.845,23.382,1.787,730.924,7.294,3,33.720017,-118.04614,33.720017,-118.04614,33.720017,-118.04614,BANK OF AMER NA,6.56E+08,0.3328843,3,-80.66822,35.19292
52969,2003,5,37,3,AVISTA CORP,AVA,0.4764665,0.7201453,3517.54,141.623,30.638,1.013,3517.54,1.187,4,47.656692,-117.37899,47.656692,-117.37899,47.656692,-117.37899,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
57380,2003,6,39,3,VECTREN UTILITY HOLDINGS INC,AVU,0.7049983,1.300565,2408.8,151.99,49.298,0.523,2408.8,3.948,4,37.974642,-87.57349,37.974642,-87.57349,37.974642,-87.57349,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
53315,2003,5,47,3,BARD (C.R.) INC,BCR,0.1243523,,1563.3,18.387,11.796,2.427,1563.3,11.054,3,40.698268,-74.40225,40.698268,-74.40225,40.698268,-74.40225,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
53348,2003,5,99,3,CVS CORP,CVS,0.2544617,,9620.7,19.914,11.517,1.885,9620.7,7.753,5,42.001731,-71.50722,42.001731,-71.50722,42.001731,-71.50722,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
54077,2003,6,115,3,ENERGY EAST CORP,EAS,0.4732419,0.8328125,10624.06,164.918,41.676,0.963,10624.06,2.204,5,,,,,,,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
54194,2003,5,134,3,FISERV INC,FISV,0.0339049,,6624.65,34.886,10.646,,6624.65,4.332,4,,,43.055315,-88.1503,43.055315,-88.1503,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
55011,2003,3,185,3,HANCOCK JOHN FINL SVCS INC,JHF,,,107793.6,22.019,1.636,,107793.6,0.74,5,,,,,,,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
55138,2003,6,195,3,KOHLS CORP,KSS,0.4807876,,6199.12,28.381,17.367,2.738,6199.12,10.252,4,43.151183,-88.11034,43.151183,-88.11034,43.151183,-88.11034,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
55218,2003,6,209,3,LEGG MASON INC,LM,0.0110749,,6209.08,69.48,14.825,,6209.08,3.204,4,39.296507,-76.60693,39.296507,-76.60693,39.296507,-76.60693,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
55517,2003,3,225,3,META GROUP INC,METG,0.0792892,,77.211,5.58,0.879,0.811,77.211,-25.25,1,,,41.047996,-73.53688,,,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
56970,2003,5,316,3,SUBURBAN PROPANE PRTNRS  -LP,SPH,0.4224324,,746.259,363.534,57.129,1.364,746.259,6.45,3,40.821482,-74.42648,40.821482,-74.42648,40.821482,-74.42648,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
57039,2003,3,339,3,TJX COMPANIES INC,TJX,0.3635933,0.688146,4097.27,52.449,17.319,1.344,4097.27,13.142,4,42.318695,-71.42344,42.318695,-71.42344,42.318695,-71.42344,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
55870,2003,5,384,3,XCEL ENERGY INC,XEL,0.7386885,1.349425,17096.53,150.568,39.528,0.639,17096.53,1.096,5,44.975565,-93.27053,44.975565,-93.27053,44.975565,-93.27053,BANK OF NY,9.65E+07,0.4313987,2,-74.00858,40.70602
53098,2003,5,53,4,BIOLASE TECHNOLOGY INC,BLTI,0.0726811,0.0926772,25.605,25.1,12.201,1.373,25.605,11.353,1,33.462927,-117.62414,33.462927,-117.62414,33.462927,-117.62414,BANK OF THE WEST,2.78E+07,0.4060325,1,-122.4019,37.79173
55543,2003,6,220,4,MICREL INC,MCRL,0.2738777,,329.428,4.095,3.441,6.124,329.428,-11.544,2,37.38631,-121.88987,37.38631,-121.88987,37.38631,-121.88987,BANK OF THE WEST,2.78E+07,0.4060325,1,-122.4019,37.79173
